Sample,Study 2,Convergence
107,0.6037359714508053,Optimization terminated successfully.
108,0.6061508178710933,Optimization terminated successfully.
109,0.59244155883789,Optimization terminated successfully.
110,0.5761958122253414,Optimization terminated successfully.
111,0.614079332351684,Optimization terminated successfully.
112,0.5009078621864316,Optimization terminated successfully.
113,0.6467359840869898,Optimization terminated successfully.
114,0.5406477570533745,Optimization terminated successfully.
115,0.6272899627685544,Optimization terminated successfully.
116,0.6407676459290085,Optimization terminated successfully.
117,0.6749160587787625,Optimization terminated successfully.
118,0.6483897677855563,Optimization terminated successfully.
119,0.5654075115919106,Optimization terminated successfully.
120,0.720056664943695,Optimization terminated successfully.
121,0.6105065822601314,Optimization terminated successfully.
122,0.6159695565700529,Optimization terminated successfully.
123,0.6231153250206256,Optimization terminated successfully.
124,0.6619881093502044,Optimization terminated successfully.
125,0.5291380643844599,Optimization terminated successfully.
126,0.6885553598403931,Optimization terminated successfully.
127,0.5819219835102556,Optimization terminated successfully.
128,0.5578082919120786,Optimization terminated successfully.
129,0.5976076841354366,Optimization terminated successfully.
130,0.5979066845029589,Optimization terminated successfully.
131,0.7156135544180867,Optimization terminated successfully.
132,0.6360061407089228,Optimization terminated successfully.
133,0.5866069778800008,Optimization terminated successfully.
134,0.6537352562882005,Optimization terminated successfully.
135,0.702882009744644,Optimization terminated successfully.
136,0.6560994625091552,Optimization terminated successfully.
137,0.6054793596267698,Optimization terminated successfully.
138,0.5638310432434077,Optimization terminated successfully.
139,0.6459378242492677,Optimization terminated successfully.
140,0.5934948444366452,Optimization terminated successfully.
141,0.5836084365844723,Optimization terminated successfully.
142,0.6126510635018344,Optimization terminated successfully.
143,0.5421804904937741,Optimization terminated successfully.
144,0.6110733270645141,Optimization terminated successfully.
145,0.6236408933997147,Optimization terminated successfully.
146,0.6977491378784177,Optimization terminated successfully.
147,0.6323653221130368,Optimization terminated successfully.
148,0.5863364696502684,Optimization terminated successfully.
149,0.7411719918251036,Optimization terminated successfully.
150,0.631732106208801,Optimization terminated successfully.
151,0.7266302330419415,Optimization terminated successfully.
152,0.5214147090853652,Optimization terminated successfully.
153,0.7101427078247069,Optimization terminated successfully.
154,0.708838069438934,Optimization terminated successfully.
155,0.7575261116027829,Optimization terminated successfully.
156,0.6029253020882605,Optimization terminated successfully.
157,0.7694154739379879,Optimization terminated successfully.
158,0.5509958267211912,Optimization terminated successfully.
159,0.5629098951816555,Optimization terminated successfully.
160,0.5676441431045531,Optimization terminated successfully.
161,0.6441813468001781,Optimization terminated successfully.
162,0.7356581926345822,Optimization terminated successfully.
163,0.624071097373962,Optimization terminated successfully.
164,0.8248642802704123,Optimization terminated successfully.
165,0.6231051683425899,Optimization terminated successfully.
166,0.6519201755523678,Optimization terminated successfully.
167,0.6318748712539675,Optimization terminated successfully.
168,0.5902437195181843,Optimization terminated successfully.
169,0.5462169647216792,Optimization terminated successfully.
170,0.7037008270621294,Optimization terminated successfully.
171,0.6320558547973631,Optimization terminated successfully.
172,0.6049070358276363,Optimization terminated successfully.
173,0.6633137464523313,Optimization terminated successfully.
174,0.6019717931747434,Optimization terminated successfully.
175,0.5677044630050656,Optimization terminated successfully.
176,0.6026462793350218,Optimization terminated successfully.
177,0.6053666710853576,Optimization terminated successfully.
178,0.6791562078520652,Optimization terminated successfully.
179,0.6602811694145198,Optimization terminated successfully.
180,0.7061940193176269,Optimization terminated successfully.
181,0.5713937044143673,Optimization terminated successfully.
182,0.5355465888511384,Optimization terminated successfully.
183,0.6196247577667233,Optimization terminated successfully.
184,0.6809626810252667,Optimization terminated successfully.
185,0.6786935925483699,Optimization terminated successfully.
186,0.7052730619907377,Optimization terminated successfully.
187,0.5878370046615596,Optimization terminated successfully.
188,0.651528638601303,Optimization terminated successfully.
189,0.6604940414428706,Optimization terminated successfully.
190,0.7508666031062601,Optimization terminated successfully.
191,0.5312065362930296,Optimization terminated successfully.
192,0.5319560762494798,Optimization terminated successfully.
193,0.5541948318481442,Optimization terminated successfully.
194,0.7033947408199309,Optimization terminated successfully.
195,0.6093123558908696,Optimization terminated successfully.
196,0.5910474777221675,Optimization terminated successfully.
197,0.5997232884168618,Optimization terminated successfully.
198,0.714654421620071,Optimization terminated successfully.
199,0.6120715498924254,Optimization terminated successfully.
200,0.5497913360595695,Optimization terminated successfully.
201,0.510834145545959,Optimization terminated successfully.
202,0.6581724166870115,Optimization terminated successfully.
203,0.6201179683208464,Optimization terminated successfully.
204,0.627855086326599,Optimization terminated successfully.
205,0.6078372240066523,Optimization terminated successfully.
206,0.6694975614547725,Optimization terminated successfully.
207,0.6185000404715532,Optimization terminated successfully.
208,0.7149340629577634,Optimization terminated successfully.
209,0.6667811870574951,Optimization terminated successfully.
210,0.770418834686279,Optimization terminated successfully.
211,0.652046990394592,Optimization terminated successfully.
212,0.699158716201782,Optimization terminated successfully.
213,0.6329599082469934,Optimization terminated successfully.
214,0.7236419439315792,Optimization terminated successfully.
215,0.6562259674072262,Optimization terminated successfully.
216,0.6127332636155187,Optimization terminated successfully.
217,0.6725128293037415,Optimization terminated successfully.
218,0.6242220401763914,Optimization terminated successfully.
219,0.5598356008529659,Optimization terminated successfully.
220,0.542380285263061,Optimization terminated successfully.
221,0.6725127212703226,Optimization terminated successfully.
222,0.6175058126449581,Optimization terminated successfully.
223,0.5799315452575682,Optimization terminated successfully.
224,0.6919589757919309,Optimization terminated successfully.
225,0.6577027801424261,Optimization terminated successfully.
226,0.7389509230852123,Optimization terminated successfully.
227,0.6222372293472285,Optimization terminated successfully.
228,0.5967279192060229,Optimization terminated successfully.
229,0.6413811683654784,Optimization terminated successfully.
230,0.6564947605133049,Optimization terminated successfully.
231,0.6675524950027462,Optimization terminated successfully.
232,0.7535946369112932,Optimization terminated successfully.
233,0.6457096368074413,Optimization terminated successfully.
234,0.6872032165527342,Optimization terminated successfully.
235,0.7269258975982662,Optimization terminated successfully.
236,0.6756060600280758,Optimization terminated successfully.
237,0.7263694286346434,Optimization terminated successfully.
238,0.5997520431876178,Optimization terminated successfully.
239,0.73141998052597,Optimization terminated successfully.
240,0.674601364135742,Optimization terminated successfully.
241,0.5971623897552483,Optimization terminated successfully.
242,0.6500055313110349,Optimization terminated successfully.
243,0.6588252902030942,Optimization terminated successfully.
244,0.637444734573364,Optimization terminated successfully.
245,0.6284807264804838,Optimization terminated successfully.
246,0.7070915207266802,Optimization terminated successfully.
247,0.6157523393630977,Optimization terminated successfully.
248,0.5680785477161402,Optimization terminated successfully.
249,0.6482681274414059,Optimization terminated successfully.
250,0.6304423362016678,Optimization terminated successfully.
251,0.6186863064765926,Optimization terminated successfully.
252,0.6269738972187044,Optimization terminated successfully.
253,0.5921786315739153,Optimization terminated successfully.
254,0.5698971353471274,Optimization terminated successfully.
255,0.6242372274398799,Optimization terminated successfully.
256,0.6498337626457211,Optimization terminated successfully.
257,0.7555954694747922,Optimization terminated successfully.
258,0.7084786918014289,Optimization terminated successfully.
259,0.5599554046988481,Optimization terminated successfully.
260,0.5848139286041261,Optimization terminated successfully.
261,0.5324529185891148,Optimization terminated successfully.
262,0.5423519134521482,Optimization terminated successfully.
263,0.6127509828656906,Optimization terminated successfully.
264,0.6436556935310362,Optimization terminated successfully.
265,0.750639152526855,Optimization terminated successfully.
266,0.700253915786743,Optimization terminated successfully.
267,0.5922004699707029,Optimization terminated successfully.
268,0.6379839181900017,Optimization terminated successfully.
269,0.6147287368774412,Optimization terminated successfully.
270,0.6850215107202526,Optimization terminated successfully.
271,0.5394581109285354,Optimization terminated successfully.
272,0.5725119587499647,Optimization terminated successfully.
273,0.5988820195198055,Optimization terminated successfully.
274,0.5175480365753165,Optimization terminated successfully.
275,0.7543828440830109,Optimization terminated successfully.
276,0.6445054292678828,Optimization terminated successfully.
277,0.6444390300661321,Optimization terminated successfully.
278,0.6483684301376338,Optimization terminated successfully.
279,0.7373182296752929,Optimization terminated successfully.
280,0.6035587310791013,Optimization terminated successfully.
281,0.6852527022361754,Optimization terminated successfully.
282,0.5643997194245451,Optimization terminated successfully.
283,0.6390536189079281,Optimization terminated successfully.
284,0.6460287094116208,Optimization terminated successfully.
285,0.6021589279174799,Optimization terminated successfully.
286,0.7454131603240965,Optimization terminated successfully.
287,0.6676695585250852,Optimization terminated successfully.
288,0.5899404047988354,Optimization terminated successfully.
289,0.6069355905521655,Optimization terminated successfully.
290,0.5733880516141651,Optimization terminated successfully.
291,0.6318380653858183,Optimization terminated successfully.
292,0.6296278476715085,Optimization terminated successfully.
293,0.5174833312630648,Optimization terminated successfully.
294,0.5448124408489089,Optimization terminated successfully.
295,0.5706039667129512,Optimization terminated successfully.
296,0.6859629631042481,Optimization terminated successfully.
297,0.7050053596496582,Optimization terminated successfully.
298,0.6246900677680964,Optimization terminated successfully.
299,0.7159100413322446,Optimization terminated successfully.
300,0.5557665109634395,Optimization terminated successfully.
301,0.6476069211959834,Optimization terminated successfully.
302,0.6151267170906065,Optimization terminated successfully.
303,0.5916060209274286,Optimization terminated successfully.
304,0.630621242523193,Optimization terminated successfully.
305,0.6612624645233152,Optimization terminated successfully.
306,0.7627512395381922,Optimization terminated successfully.
307,0.6315495490794997,Optimization terminated successfully.
308,0.6269676208496093,Optimization terminated successfully.
309,0.6909452080726621,Optimization terminated successfully.
310,0.5312963128089897,Optimization terminated successfully.
311,0.530605453252792,Optimization terminated successfully.
312,0.6786794662475584,Optimization terminated successfully.
313,0.6925799371674655,Optimization terminated successfully.
314,0.7325232513248916,Optimization terminated successfully.
315,0.7790591239929194,Optimization terminated successfully.
316,0.5945420022937463,Optimization terminated successfully.
317,0.6671756744384765,Optimization terminated successfully.
318,0.58083381652832,Optimization terminated successfully.
319,0.6897928953170775,Optimization terminated successfully.
320,0.5502758860820899,Optimization terminated successfully.
321,0.6476771831512451,Optimization terminated successfully.
322,0.6900274042040108,Optimization terminated successfully.
323,0.6523483276367184,Optimization terminated successfully.
324,0.7145050168037412,Optimization terminated successfully.
325,0.6671400070190425,Optimization terminated successfully.
326,0.704277420043945,Optimization terminated successfully.
327,0.6043409824371331,Optimization terminated successfully.
328,0.5841625571250908,Optimization terminated successfully.
329,0.6545354604721069,Optimization terminated successfully.
330,0.5903032540809361,Optimization terminated successfully.
331,0.6068657994270323,Optimization terminated successfully.
332,0.5684398174285887,Optimization terminated successfully.
333,0.74293212890625,Optimization terminated successfully.
334,0.577738434076309,Optimization terminated successfully.
335,0.6296013891696927,Optimization terminated successfully.
336,0.6398697137832638,Optimization terminated successfully.
337,0.6474771022796626,Optimization terminated successfully.
338,0.5591440677642818,Optimization terminated successfully.
339,0.7227613478898994,Optimization terminated successfully.
340,0.6069170892238615,Optimization terminated successfully.
341,0.5697717905510216,Optimization terminated successfully.
342,0.4930673122406002,Optimization terminated successfully.
343,0.567196130752563,Optimization terminated successfully.
344,0.6540069445967671,Optimization terminated successfully.
345,0.5608265877235676,Optimization terminated successfully.
346,0.6861910700798031,Optimization terminated successfully.
347,0.5169276595115657,Optimization terminated successfully.
348,0.648191499523818,Optimization terminated successfully.
349,0.6841603275388476,Optimization terminated successfully.
350,0.6263033390045163,Optimization terminated successfully.
351,0.6138376235961909,Optimization terminated successfully.
352,0.6435106337070463,Optimization terminated successfully.
353,0.5763439148664471,Optimization terminated successfully.
354,0.6575814004987476,Optimization terminated successfully.
355,0.6983669757843012,Optimization terminated successfully.
356,0.7091466188430784,Optimization terminated successfully.
357,0.6022220134735103,Optimization terminated successfully.
358,0.6554738998413083,Optimization terminated successfully.
359,0.600793313980102,Optimization terminated successfully.
360,0.6082345008850094,Optimization terminated successfully.
361,0.5728485345840446,Optimization terminated successfully.
362,0.7079920768737791,Optimization terminated successfully.
363,0.6911946300417184,Optimization terminated successfully.
364,0.6208198308944697,Optimization terminated successfully.
365,0.6536714315414422,Optimization terminated successfully.
366,0.5609777480363842,Optimization terminated successfully.
367,0.6230516314506529,Optimization terminated successfully.
368,0.6200681209564205,Optimization terminated successfully.
369,0.6790218830108643,Optimization terminated successfully.
370,0.6293244123458859,Optimization terminated successfully.
371,0.6465188740752638,Optimization terminated successfully.
372,0.684037113189697,Optimization terminated successfully.
373,0.5598475337028499,Optimization terminated successfully.
374,0.6297448158264157,Optimization terminated successfully.
375,0.751618182659149,Optimization terminated successfully.
376,0.5182207643985743,Optimization terminated successfully.
377,0.6309217930771408,Optimization terminated successfully.
378,0.642323786020279,Optimization terminated successfully.
379,0.6690862640738485,Optimization terminated successfully.
380,0.8366915702819822,Optimization terminated successfully.
381,0.6265432298649101,Optimization terminated successfully.
382,0.4955142080783841,Optimization terminated successfully.
383,0.6945599555969235,Optimization terminated successfully.
384,0.613304135203361,Optimization terminated successfully.
385,0.6108575821155676,Optimization terminated successfully.
386,0.5766782482984123,Optimization terminated successfully.
387,0.7272404670715331,Optimization terminated successfully.
388,0.545330047793686,Optimization terminated successfully.
389,0.5735073566436766,Optimization terminated successfully.
390,0.6802422046661374,Optimization terminated successfully.
391,0.6616301536560054,Optimization terminated successfully.
392,0.6977737426757809,Optimization terminated successfully.
393,0.5438869472593068,Optimization terminated successfully.
394,0.6599309414625163,Optimization terminated successfully.
395,0.5464060783386222,Optimization terminated successfully.
396,0.6260561217553913,Optimization terminated successfully.
397,0.6874770164489744,Optimization terminated successfully.
398,0.6255752324825151,Optimization terminated successfully.
399,0.6670227527618406,Optimization terminated successfully.
400,0.6501071453094482,Optimization terminated successfully.
401,0.6182014346122741,Optimization terminated successfully.
402,0.6195168018341062,Optimization terminated successfully.
403,0.6779167652130125,Optimization terminated successfully.
404,0.47865896075963943,Optimization terminated successfully.
405,0.6670034645641858,Optimization terminated successfully.
406,0.7084378719329836,Optimization terminated successfully.
407,0.623417711257934,Optimization terminated successfully.
408,0.6261517047882075,Optimization terminated successfully.
409,0.6172780029475688,Optimization terminated successfully.
410,0.5223925590515133,Optimization terminated successfully.
411,0.7076548576354976,Optimization terminated successfully.
412,0.5688779830932613,Optimization terminated successfully.
413,0.7534335613250731,Optimization terminated successfully.
414,0.5770765535533426,Optimization terminated successfully.
415,0.6772858342155812,Optimization terminated successfully.
416,0.6648025929927821,Optimization terminated successfully.
417,0.6789986580610272,Optimization terminated successfully.
418,0.6523225903511043,Optimization terminated successfully.
419,0.6324051856994628,Optimization terminated successfully.
420,0.6567508814739988,Optimization terminated successfully.
421,0.6391105683520435,Optimization terminated successfully.
422,0.6737381458282468,Optimization terminated successfully.
423,0.5903563857078549,Optimization terminated successfully.
424,0.6761995375156399,Optimization terminated successfully.
425,0.6336298229172821,Optimization terminated successfully.
426,0.6399423472583294,Optimization terminated successfully.
427,0.6334230423439293,Optimization terminated successfully.
428,0.6380286186933513,Optimization terminated successfully.
429,0.6128500521183009,Optimization terminated successfully.
430,0.8657188415527344,Optimization terminated successfully.
431,0.7142585754394528,Optimization terminated successfully.
432,0.6591896086931226,Optimization terminated successfully.
433,0.5719674170017238,Optimization terminated successfully.
434,0.6182087957859036,Optimization terminated successfully.
435,0.5901261299848557,Optimization terminated successfully.
436,0.6714586734771721,Optimization terminated successfully.
437,0.6621892929077144,Optimization terminated successfully.
438,0.5867167238146065,Optimization terminated successfully.
439,0.6047880291938779,Optimization terminated successfully.
440,0.6358525812625884,Optimization terminated successfully.
441,0.6154841423034665,Optimization terminated successfully.
442,0.6200451731681822,Optimization terminated successfully.
443,0.6365935206413267,Optimization terminated successfully.
444,0.5561326988041397,Optimization terminated successfully.
445,0.6200323618948453,Optimization terminated successfully.
446,0.5896367073059079,Optimization terminated successfully.
447,0.6179437860846516,Optimization terminated successfully.
448,0.5992842793464659,Optimization terminated successfully.
449,0.6576734542846674,Optimization terminated successfully.
450,0.6649652957916254,Optimization terminated successfully.
451,0.5071232780814167,Optimization terminated successfully.
452,0.5790538102388377,Optimization terminated successfully.
453,0.6796901702880855,Optimization terminated successfully.
454,0.4962530851364132,Optimization terminated successfully.
455,0.5451967239379878,Optimization terminated successfully.
456,0.6160650134086607,Optimization terminated successfully.
457,0.5807552337646484,Optimization terminated successfully.
458,0.6516890525817869,Optimization terminated successfully.
459,0.6632983239367602,Optimization terminated successfully.
460,0.6376252159476278,Optimization terminated successfully.
461,0.679520559310913,Optimization terminated successfully.
462,0.5189858436584468,Optimization terminated successfully.
463,0.6316376447677609,Optimization terminated successfully.
464,0.582784557342529,Optimization terminated successfully.
465,0.604925441741943,Optimization terminated successfully.
466,0.592520475387573,Optimization terminated successfully.
467,0.6384888648986813,Optimization terminated successfully.
468,0.7103188514709469,Optimization terminated successfully.
469,0.7709533452987669,Optimization terminated successfully.
470,0.6368944197893138,Optimization terminated successfully.
471,0.6419117927551268,Optimization terminated successfully.
472,0.6202195957303044,Optimization terminated successfully.
473,0.6976712942123412,Optimization terminated successfully.
474,0.6451825872063633,Optimization terminated successfully.
475,0.7330013275146483,Optimization terminated successfully.
476,0.6267381668090819,Optimization terminated successfully.
477,0.6767546176910397,Optimization terminated successfully.
478,0.7327614784240724,Optimization terminated successfully.
479,0.5616679193451997,Optimization terminated successfully.
480,0.6143831253051752,Optimization terminated successfully.
481,0.5945590555667876,Optimization terminated successfully.
482,0.5099533556029197,Optimization terminated successfully.
483,0.6845082275569436,Optimization terminated successfully.
484,0.5970262527465817,Optimization terminated successfully.
485,0.5989410161972043,Optimization terminated successfully.
486,0.6077196985483166,Optimization terminated successfully.
487,0.5763359308242796,Optimization terminated successfully.
488,0.6530471920967098,Optimization terminated successfully.
489,0.6296530783176418,Optimization terminated successfully.
490,0.5894398074597111,Optimization terminated successfully.
491,0.6431752204895018,Optimization terminated successfully.
492,0.5747530788183208,Optimization terminated successfully.
493,0.6025884628295894,Optimization terminated successfully.
494,0.6625330209732051,Optimization terminated successfully.
495,0.6240047454833981,Optimization terminated successfully.
496,0.6446418762207027,Optimization terminated successfully.
497,0.6330787301063534,Optimization terminated successfully.
498,0.5760528683662414,Optimization terminated successfully.
499,0.5676828622817989,Optimization terminated successfully.
500,0.6359817028045651,Optimization terminated successfully.
501,0.6515697717666624,Optimization terminated successfully.
502,0.6196040451526639,Optimization terminated successfully.
503,0.7156953811645506,Optimization terminated successfully.
504,0.6707929551601409,Optimization terminated successfully.
505,0.6894136428833004,Optimization terminated successfully.
506,0.6549467548727984,Optimization terminated successfully.
507,0.6313235312700269,Optimization terminated successfully.
508,0.6997787952423091,Optimization terminated successfully.
509,0.5898622274398801,Optimization terminated successfully.
510,0.5935254335403437,Optimization terminated successfully.
511,0.6838562964461739,Optimization terminated successfully.
512,0.6697377204895014,Optimization terminated successfully.
513,0.5587279498577113,Optimization terminated successfully.
514,0.6245883911848065,Optimization terminated successfully.
515,0.530607222765684,Optimization terminated successfully.
516,0.7001882554963228,Optimization terminated successfully.
517,0.6911453366279601,Optimization terminated successfully.
518,0.6561752825975415,Optimization terminated successfully.
519,0.5778538703918454,Optimization terminated successfully.
520,0.5456148207187647,Optimization terminated successfully.
521,0.668751239776611,Optimization terminated successfully.
522,0.5664907451719042,Optimization terminated successfully.
523,0.574471193365752,Optimization terminated successfully.
524,0.5728547573089593,Optimization terminated successfully.
525,0.534981310367584,Optimization terminated successfully.
526,0.68835631608963,Optimization terminated successfully.
527,0.6533274650573726,Optimization terminated successfully.
528,0.6200838208198545,Optimization terminated successfully.
529,0.7667172908782958,Optimization terminated successfully.
530,0.5915638476610177,Optimization terminated successfully.
531,0.6479081511497495,Optimization terminated successfully.
532,0.6224072471261023,Optimization terminated successfully.
533,0.6935660835355516,Optimization terminated successfully.
534,0.6692258000373834,Optimization terminated successfully.
535,0.5715109258890148,Optimization terminated successfully.
536,0.750191497802734,Optimization terminated successfully.
537,0.6441792964935298,Optimization terminated successfully.
538,0.7097679197788233,Optimization terminated successfully.
539,0.6073942899703975,Optimization terminated successfully.
540,0.7085968911647792,Optimization terminated successfully.
541,0.6990619540214538,Optimization terminated successfully.
542,0.6622068285942073,Optimization terminated successfully.
543,0.6591428764164444,Optimization terminated successfully.
544,0.6524345397949216,Optimization terminated successfully.
545,0.6750330924580337,Optimization terminated successfully.
546,0.617951917648315,Optimization terminated successfully.
547,0.593117162585258,Optimization terminated successfully.
548,0.6227427009493111,Optimization terminated successfully.
549,0.664275741577148,Optimization terminated successfully.
550,0.7265490770339966,Optimization terminated successfully.
551,0.5464069128036494,Optimization terminated successfully.
552,0.7215409278403966,Optimization terminated successfully.
553,0.7175014495849608,Optimization terminated successfully.
554,0.6410405158996579,Optimization terminated successfully.
555,0.5907011747360227,Optimization terminated successfully.
556,0.5794683098793024,Optimization terminated successfully.
557,0.6125973045825953,Optimization terminated successfully.
558,0.6631912707351145,Optimization terminated successfully.
559,0.6661352217197413,Optimization terminated successfully.
560,0.6666963338851928,Optimization terminated successfully.
561,0.7105590105056759,Optimization terminated successfully.
562,0.6540690191090099,Optimization terminated successfully.
563,0.5394245147705076,Optimization terminated successfully.
564,0.6692559361457822,Optimization terminated successfully.
565,0.5692073822021482,Optimization terminated successfully.
566,0.7262614309787747,Optimization terminated successfully.
567,0.6733190536499019,Optimization terminated successfully.
568,0.5049312472343439,Optimization terminated successfully.
569,0.6934582471847534,Optimization terminated successfully.
570,0.688873195648193,Optimization terminated successfully.
571,0.587337827682495,Optimization terminated successfully.
572,0.4990531079471106,Optimization terminated successfully.
573,0.6952464580535886,Optimization terminated successfully.
574,0.5507139205932612,Optimization terminated successfully.
575,0.6662571877241128,Optimization terminated successfully.
576,0.6549647092819211,Optimization terminated successfully.
577,0.6884240627288819,Optimization terminated successfully.
578,0.5926002055406567,Optimization terminated successfully.
579,0.5811239244416353,Optimization terminated successfully.
580,0.6139667510986326,Optimization terminated successfully.
581,0.5667028188705439,Optimization terminated successfully.
582,0.7018061161041256,Optimization terminated successfully.
583,0.5823728858493264,Optimization terminated successfully.
584,0.5895610809326166,Optimization terminated successfully.
585,0.5309967577457426,Optimization terminated successfully.
586,0.6703795433044432,Optimization terminated successfully.
587,0.7241533719003197,Optimization terminated successfully.
588,0.6687281131744383,Optimization terminated successfully.
589,0.6779596343636515,Optimization terminated successfully.
590,0.5880437850952143,Optimization terminated successfully.
591,0.5756826400756834,Optimization terminated successfully.
592,0.6524715721607207,Optimization terminated successfully.
593,0.5500880956649778,Optimization terminated successfully.
594,0.6788274735212323,Optimization terminated successfully.
595,0.6201488494873042,Optimization terminated successfully.
596,0.6299359947443004,Optimization terminated successfully.
597,0.6943678379058835,Optimization terminated successfully.
598,0.558942508697509,Optimization terminated successfully.
599,0.6199304491281508,Optimization terminated successfully.
600,0.6247673042118544,Optimization terminated successfully.
601,0.7344325780868527,Optimization terminated successfully.
602,0.7394972443580625,Optimization terminated successfully.
603,0.5860805034637449,Optimization terminated successfully.
604,0.6689224481582641,Optimization terminated successfully.
605,0.5900720715522765,Optimization terminated successfully.
606,0.7640536338090895,Optimization terminated successfully.
607,0.7007513046264646,Optimization terminated successfully.
608,0.6755306236445902,Optimization terminated successfully.
609,0.6640371561050409,Optimization terminated successfully.
